person_ID,gender,gender_idx,race,race_idx,education,education_lvl,age,age_min,age_max,total_experience,total_experience_min,total_experience_max,current_experience,current_experience_min,current_experience_max
20449,Woman,1.0,,,Master's degree,4.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20450,Man,2.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20451,Woman,1.0,Asian or Asian American,1,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20452,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20453,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,2 - 4 years,2.0,4.0
20454,Woman,1.0,Asian or Asian American,1,Professional degree,5.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20455,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20456,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20457,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20458,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20459,Man,2.0,Middle Eastern or Northern African,5,Master's degree,4.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
20460,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20461,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20462,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
20463,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20464,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20465,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20466,Woman,1.0,Asian or Asian American,1,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20467,Woman,1.0,Black or African American,2,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20468,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
20469,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20470,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20471,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
20472,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20473,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20474,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
20475,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20476,Woman,1.0,White,7,College degree,3.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20477,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
20478,Woman,1.0,Asian or Asian American,1,PhD,,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20479,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20480,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20481,Man,2.0,Black or African American,2,College degree,3.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20482,Man,2.0,White,7,Some college,2.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20483,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20484,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20485,Man,2.0,White,7,Some college,2.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20486,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20487,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20488,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20489,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20490,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,11 - 20 years,11.0,20.0
20491,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20492,Woman,1.0,Asian or Asian American,1,Professional degree,5.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20493,Non-binary,3.0,Asian or Asian American,1,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20494,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,1 year or less,,1.0,1 year or less,,1.0
20495,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20496,Woman,1.0,White,7,Some college,2.0,55-64,55.0,64.0,8 - 10 years,8.0,10.0,31 - 40 years,31.0,40.0
20497,Woman,1.0,White,7,,,18-24,18.0,24.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20498,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20499,Man,2.0,"Hispanic, Latino, or Spanish origin",4,High School,1.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20500,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20501,Man,2.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
20502,Woman,1.0,White,7,Some college,2.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20503,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,2 - 4 years,2.0,4.0
20504,Non-binary,3.0,"Asian or Asian American, White","1,7",College degree,3.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,1 year or less,,1.0
20505,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20506,Woman,1.0,White,7,Professional degree,5.0,45-54,45.0,54.0,31 - 40 years,31.0,40.0,21 - 30 years,21.0,30.0
20507,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20508,Woman,1.0,"Asian or Asian American, White","1,7",Professional degree,5.0,35-44,35.0,44.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20509,Woman,1.0,"Hispanic, Latino, or Spanish origin",4,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20510,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20511,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20512,Woman,1.0,Another option not listed here or prefer not to answer,8,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20513,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20514,Woman,1.0,White,7,Professional degree,5.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20515,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20516,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20517,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20518,Woman,1.0,"Asian or Asian American, White","1,7",College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20519,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20520,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20521,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20522,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20523,Woman,1.0,White,7,,,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20524,Woman,1.0,Asian or Asian American,1,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20525,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,1 year or less,,1.0
20526,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20527,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20528,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20529,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20530,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20531,Man,2.0,Black or African American,2,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20532,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20533,Other,4.0,White,7,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
20534,Woman,1.0,"Asian or Asian American, White","1,7",Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20535,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20536,Non-binary,3.0,Asian or Asian American,1,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,8 - 10 years,8.0,10.0
20537,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20538,Woman,1.0,White,7,Master's degree,4.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,31 - 40 years,31.0,40.0
20539,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20540,Non-binary,3.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20541,Woman,1.0,White,7,Professional degree,5.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20542,Man,2.0,White,7,PhD,,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20543,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20544,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20545,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20546,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20547,Woman,1.0,"White, Another option not listed here or prefer not to answer","7,8",Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20548,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20549,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20550,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20551,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,8 - 10 years,8.0,10.0
20552,Woman,1.0,White,7,College degree,3.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20553,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20554,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
20555,Woman,1.0,"Middle Eastern or Northern African, White","5,7",College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20556,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20557,Woman,1.0,White,7,Master's degree,4.0,55-64,55.0,64.0,41 years or more,41.0,,31 - 40 years,31.0,40.0
20558,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
20559,Man,2.0,White,7,Some college,2.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20560,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20561,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20562,Man,2.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20563,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20564,Man,2.0,White,7,College degree,3.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20565,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20566,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20567,Man,2.0,Black or African American,2,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
20568,Man,2.0,"Asian or Asian American, Black or African American","1,2",College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20569,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20570,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20571,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20572,Woman,1.0,Middle Eastern or Northern African,5,Professional degree,5.0,35-44,35.0,44.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20573,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20574,Woman,1.0,White,7,Master's degree,4.0,55-64,55.0,64.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
20575,Woman,1.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,5-7 years,5.0,7.0
20576,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20577,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20578,Non-binary,3.0,White,7,College degree,3.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20579,Woman,1.0,White,7,Some college,2.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,31 - 40 years,31.0,40.0
20580,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20581,Woman,1.0,White,7,College degree,3.0,18-24,18.0,24.0,1 year or less,,1.0,1 year or less,,1.0
20582,Man,2.0,Asian or Asian American,1,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20583,Man,2.0,White,7,PhD,,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20584,Man,2.0,White,7,Some college,2.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20585,Man,2.0,White,7,PhD,,55-64,55.0,64.0,31 - 40 years,31.0,40.0,11 - 20 years,11.0,20.0
20586,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20587,Man,2.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20588,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20589,Non-binary,3.0,"White, Another option not listed here or prefer not to answer","7,8",College degree,3.0,35-44,35.0,44.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20590,Man,2.0,Another option not listed here or prefer not to answer,8,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20591,Man,2.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20592,Man,2.0,White,7,High School,1.0,55-64,55.0,64.0,31 - 40 years,31.0,40.0,5-7 years,5.0,7.0
20593,Woman,1.0,Asian or Asian American,1,Master's degree,4.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20594,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20595,Woman,1.0,Black or African American,2,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20596,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20597,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20598,Non-binary,3.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20599,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20600,Non-binary,3.0,"Asian or Asian American, White","1,7",College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20601,Woman,1.0,White,7,Some college,2.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20602,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20603,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20604,Woman,1.0,White,7,Some college,2.0,25-34,25.0,34.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20605,Woman,1.0,White,7,Master's degree,4.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,1 year or less,,1.0
20606,Man,2.0,White,7,Some college,2.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,21 - 30 years,21.0,30.0
20607,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20608,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20609,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20610,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20611,Woman,1.0,"Black or African American, White","2,7",Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20612,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20613,Man,2.0,White,7,Some college,2.0,25-34,25.0,34.0,5-7 years,5.0,7.0,1 year or less,,1.0
20614,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,1 year or less,,1.0
20615,Woman,1.0,"White, Another option not listed here or prefer not to answer","7,8",College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20616,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20617,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20618,Woman,1.0,Middle Eastern or Northern African,5,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,1 year or less,,1.0
20619,Woman,1.0,Black or African American,2,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20620,Man,2.0,Asian or Asian American,1,PhD,,25-34,25.0,34.0,1 year or less,,1.0,1 year or less,,1.0
20621,Man,2.0,White,7,College degree,3.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20622,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20623,Woman,1.0,Asian or Asian American,1,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,1 year or less,,1.0
20624,Non-binary,3.0,"Hispanic, Latino, or Spanish origin, White","4,7",Master's degree,4.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20625,Man,2.0,White,7,Some college,2.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20626,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20627,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20628,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,5-7 years,5.0,7.0
20629,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20630,Man,2.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20631,Woman,1.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20632,Woman,1.0,"Black or African American, White","2,7",College degree,3.0,18-24,18.0,24.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20633,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20634,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20635,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,5-7 years,5.0,7.0
20636,Man,2.0,White,7,Some college,2.0,35-44,35.0,44.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20637,Man,2.0,White,7,Professional degree,5.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20638,Man,2.0,White,7,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20639,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,21 - 30 years,21.0,30.0,11 - 20 years,11.0,20.0
20640,Woman,1.0,White,7,High School,1.0,18-24,18.0,24.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20641,Man,2.0,"Native American or Alaska Native, White","6,7",College degree,3.0,35-44,35.0,44.0,8 - 10 years,8.0,10.0,2 - 4 years,2.0,4.0
20642,Non-binary,3.0,White,7,Master's degree,4.0,25-34,25.0,34.0,5-7 years,5.0,7.0,8 - 10 years,8.0,10.0
20643,Woman,1.0,Black or African American,2,College degree,3.0,45-54,45.0,54.0,11 - 20 years,11.0,20.0,11 - 20 years,11.0,20.0
20644,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,5-7 years,5.0,7.0,2 - 4 years,2.0,4.0
20645,Woman,1.0,Asian or Asian American,1,College degree,3.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20646,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,8 - 10 years,8.0,10.0
20647,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20648,Woman,1.0,White,7,Master's degree,4.0,25-34,25.0,34.0,8 - 10 years,8.0,10.0,8 - 10 years,8.0,10.0
20649,Woman,1.0,White,7,Master's degree,4.0,45-54,45.0,54.0,31 - 40 years,31.0,40.0,31 - 40 years,31.0,40.0
20650,Woman,1.0,White,7,Master's degree,4.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,5-7 years,5.0,7.0
20651,Woman,1.0,White,7,College degree,3.0,25-34,25.0,34.0,2 - 4 years,2.0,4.0,2 - 4 years,2.0,4.0
20652,Non-binary,3.0,White,7,Some college,2.0,35-44,35.0,44.0,11 - 20 years,11.0,20.0,2 - 4 years,2.0,4.0
